epoch;loss;train_acc;train_auprc;train_auroc;train_minpse;train_prec0;train_prec1;train_rec0;train_rec1;val_acc;val_auprc;val_auroc;val_loss;val_minpse;val_prec0;val_prec1;val_rec0;val_rec1
92;0.2618699160383458;0.9096792;0.7042565875243234;0.9134568487511665;0.6222334004024145;0.9210994;0.7793745;0.9794391;0.4640161;0.8823712;0.537493655098605;0.8555564519846942;0.29156411026415435;0.5114678899082569;0.90921456;0.6014235;0.959799;0.38761467
93;0.2619843554081835;0.9099516;0.707298915240228;0.9140334261878196;0.6240563663814797;0.91576487;0.8308458;0.98660785;0.4202315;0.8836127;0.5376027124124845;0.8559120965245626;0.28834536515088427;0.5080091533180778;0.90412337;0.62761503;0.96805453;0.3440367
94;0.26247569658285946;0.90818065;0.7083431952206304;0.914875099205177;0.6285858077503774;0.9149963;0.81602377;0.9853474;0.4151988;0.8842334;0.5325857913219508;0.8535057331217026;0.2908852815877792;0.5157657657657657;0.9041876;0.6329114;0.9687724;0.3440367
95;0.2634662166974972;0.9084531;0.7074245716535194;0.9133485348161506;0.6232394366197183;0.91441506;0.82573456;0.9864503;0.41016608;0.88547486;0.5331609528218044;0.8538317406165822;0.2933349767844363;0.5;0.9026991;0.65158373;0.9723618;0.33027524
96;0.2603700263949541;0.91172266;0.7099598393530232;0.912802128281601;0.6295923502767992;0.92208564;0.7930449;0.98077834;0.47055864;0.8823712;0.5268390404315169;0.8533805989317492;0.2988735027923431;0.5091743119266054;0.9081044;0.6043956;0.96123475;0.37844038
97;0.2576324306570532;0.90865743;0.705793237277821;0.9134371444957848;0.6262575452716298;0.91558677;0.81604695;0.98518986;0.41972822;0.8842334;0.5354827360695785;0.858262478842443;0.28992700474805005;0.5182648401826484;0.9041876;0.6329114;0.9687724;0.3440367
98;0.25773766533065073;0.9094067;0.7095264058862472;0.9144566910378307;0.6267605633802817;0.91438156;0.8390093;0.9877107;0.40915954;0.8833023;0.5407664135004905;0.8563525359431495;0.29460390878715254;0.518348623853211;0.9005984;0.6401869;0.9723618;0.3142202
99;0.25936457999981877;0.91042846;0.7095730611343212;0.914895100808477;0.6295923502767992;0.9189926;0.80490017;0.98306286;0.4464016;0.887337;0.5370904429128902;0.854888795221191;0.2944991624088002;0.5247747747747747;0.90777516;0.64541835;0.96805453;0.37155962
0;0.3518931788891172;0.86949116;0.4807211822017895;0.8260616173078372;0.4764056224899598;0.86946386;0.8736842;0.9990547;0.041771516;0.86995655;0.4702014668528196;0.8251982389009267;0.3224984288497751;0.4908256880733945;0.87042254;0.8148148;0.9982053;0.050458714
1;0.3241361701951993;0.87834615;0.4991967021007416;0.8339383636618958;0.5010060362173038;0.8868634;0.6723842;0.9849535;0.19728233;0.877095;0.49553572303946714;0.8320098197409063;0.30407920701071983;0.49770642201834864;0.887987;0.64084506;0.98169416;0.2087156
2;0.31266283889292684;0.88147944;0.5150088613172008;0.8401835619885962;0.5120724346076458;0.8982114;0.63322544;0.9732157;0.29542023;0.8767846;0.5066159203735423;0.8368455975816171;0.30078395685697845;0.5077605321507761;0.89750415;0.58986175;0.96805453;0.29357797
3;0.3105594887280888;0.88243306;0.5246069909939144;0.8455395116310215;0.5123301459486663;0.8918262;0.6905109;0.9832992;0.2380473;0.8792675;0.5145594111691087;0.8394511877869031;0.2975827396415465;0.5114678899082569;0.89102775;0.6496815;0.98025846;0.23394495
4;0.3090635572712571;0.8842722;0.5406424312867265;0.8489051927175293;0.5135814889336016;0.89158773;0.7242991;0.9860564;0.23402114;0.88175046;0.5309859722184594;0.8429154290456213;0.2954078907277701;0.5240274599542334;0.89284545;0.6708075;0.9809763;0.24770643
5;0.3057981730146894;0.8863838;0.5429039456623765;0.8518643991998092;0.521870286576169;0.897706;0.6947497;0.9803057;0.28636134;0.8829919;0.526520360134837;0.8450937518523153;0.29264140971268576;0.5056947608200456;0.8981818;0.6497462;0.9752333;0.29357797
6;0.3030375950936705;0.8851577;0.5487448666603947;0.855237672569829;0.5231155778894472;0.89196694;0.73552424;0.98668665;0.23653749;0.8829919;0.5274987884738557;0.8445438200175187;0.2954788725941097;0.518348623853211;0.89349884;0.6832298;0.98169416;0.2522936
7;0.30312604829186873;0.88869965;0.5551298440966904;0.8563687642276023;0.5264217413185707;0.90089893;0.69898534;0.9789664;0.31202817;0.8842334;0.5257214311092122;0.8450180127373432;0.2982071578354661;0.5045871559633027;0.90043145;0.6507177;0.97379756;0.3119266
8;0.29833849296318876;0.88781416;0.5650121723563561;0.8623559438540523;0.5345345345345346;0.8943949;0.75147927;0.9867654;0.25566182;0.8845438;0.5378236438356786;0.8485003655235548;0.2901876503283714;0.505720823798627;0.8957377;0.68604654;0.98061734;0.2706422
9;0.29795109013873367;0.88897216;0.5716596446353936;0.8632470360954208;0.548565676899849;0.89924943;0.7163636;0.9815661;0.29743332;0.8851645;0.5404027894155429;0.845562181813392;0.29108317264585226;0.5080091533180778;0.8989432;0.6701031;0.977028;0.29816514
10;0.29908768180954415;0.88767797;0.5690123013484463;0.8629723064421655;0.5387323943661971;0.91117567;0.6352;0.96407753;0.39959738;0.8795779;0.5321167214931277;0.8496899635793647;0.2917159557629268;0.5114678899082569;0.90865713;0.5833333;0.9569275;0.3853211
11;0.29282340399860546;0.8906069;0.577756907998595;0.8656728797051639;0.5417505030181087;0.89913607;0.7408344;0.98385066;0.29491696;0.887337;0.5419155886657462;0.8497121913631066;0.29165079350069323;0.5068807339449541;0.8991763;0.69518715;0.9795406;0.29816514
12;0.2940401775270419;0.8910156;0.5818669849024274;0.8669289169581798;0.5430296930045294;0.89877784;0.75097275;0.9848747;0.29139405;0.8857852;0.5400121298033862;0.8497887537293282;0.28970157874668334;0.5045871559633027;0.8979592;0.6847826;0.97918165;0.28899083
13;0.2909863693729083;0.8919692;0.5873422392392862;0.8702594118743631;0.5492957746478874;0.9038098;0.7162891;0.97928154;0.33417213;0.8851645;0.5416504019706231;0.8513788635181149;0.2871328911297185;0.5160550458715596;0.9005305;0.66019416;0.9748744;0.3119266
14;0.2915113592044196;0.89203733;0.5814258775347203;0.8693374747422767;0.5480624056366381;0.9029964;0.72383076;0.9804632;0.32712632;0.8860956;0.5436998767743864;0.852840546111949;0.28845250041846676;0.5182648401826484;0.90169376;0.6635071;0.97451544;0.32110092
15;0.28978140618735587;0.8923098;0.5925661669826703;0.8753292335266677;0.5500754906894816;0.8982869;0.7780822;0.98723805;0.28585806;0.88857853;0.5535274256950267;0.8530241311406311;0.28509143307980805;0.5056947608200456;0.89904636;0.71270716;0.9813352;0.29587156
16;0.2886132726702842;0.8914924;0.5921516486841686;0.8734301714888701;0.5535983895319577;0.89814216;0.7662162;0.9863715;0.2853548;0.8895096;0.5529766030911727;0.8501847375804316;0.2933372611319849;0.5159090909090909;0.89914584;0.7247191;0.98241204;0.29587156
17;0.28496330848799667;0.8930591;0.5965688247331263;0.8766378815380167;0.552591847005536;0.9040976;0.7273719;0.9803057;0.33568195;0.8882682;0.55417379214335;0.8535526584429356;0.28447819034517513;0.5091743119266054;0.9027224;0.68095237;0.9759512;0.32798165
18;0.28747907341314216;0.8928547;0.6014957033139505;0.8770239778982483;0.5566180171112229;0.8985165;0.7843407;0.987632;0.28736788;0.8895096;0.5557628881481329;0.8544746998425944;0.28706824422243366;0.5137614678899083;0.8980996;0.7352941;0.9838478;0.28669724
19;0.28449094809089853;0.89394456;0.6047815934887795;0.8791395885132993;0.5606441872169099;0.9090575;0.7013109;0.97487;0.37695017;0.8888889;0.5568714580527091;0.8557457997721241;0.2834120674080763;0.5194508009153318;0.90765613;0.65983605;0.97020817;0.36926606
20;0.2868497453345264;0.89442134;0.6083027114897995;0.8808558410509656;0.5626572722697534;0.9028923;0.7567568;0.98369306;0.3241067;0.8888889;0.5569671259596822;0.855475773362224;0.2821523614856747;0.5137614678899083;0.9017207;0.695;0.9781048;0.31880733
21;0.28388215951161233;0.8956474;0.6108963197067293;0.8811806044472625;0.5626572722697534;0.9072534;0.7328557;0.9794391;0.36034223;0.88982;0.5626903179710114;0.8574523996127428;0.28180312129890306;0.5217391304347826;0.9050317;0.68325794;0.9748744;0.34633029
22;0.2849524631420303;0.89448947;0.6028535738932616;0.8789766220309116;0.5616507297433316;0.90289927;0.75764704;0.98377186;0.3241067;0.89013034;0.5593357608521831;0.858240251058701;0.2817291584279802;0.5194508009153318;0.90132016;0.7135417;0.98025846;0.3142202
23;0.2826687540741879;0.8962605;0.6133243165169944;0.8834795399655029;0.5691997986914947;0.9061296;0.75;0.98172367;0.3502768;0.8895096;0.5614435005423281;0.8590791440821408;0.2814305751271717;0.5206422018348624;0.90392286;0.6869159;0.9759512;0.33715597
24;0.2823593944770935;0.895988;0.6136272568019211;0.8822593430482317;0.5691997986914947;0.9032864;0.7751196;0.98518986;0.32611978;0.88857853;0.5620227024316671;0.8562158762357002;0.28267598433812013;0.5160550458715596;0.9003629;0.7015707;0.9795406;0.30733946
25;0.2836535221027785;0.895988;0.6199737034148525;0.885232941169754;0.5666834423754403;0.90510046;0.75612473;0.98274773;0.34172118;0.8879578;0.5576660857791311;0.8572926888703017;0.2812085862946133;0.5125858123569794;0.9021559;0.68115944;0.97631013;0.3233945
26;0.27969382400511855;0.8978952;0.6248047369498296;0.8875792144765776;0.5702063412179165;0.9052342;0.781106;0.9850323;0.3412179;0.88919926;0.5617879330683182;0.859691643011914;0.2799189610511971;0.5194508009153318;0.9025522;0.6926829;0.97738695;0.32568806
27;0.2784790054443754;0.8962605;0.6189112570032589;0.8852560946609871;0.5676899849018621;0.9128539;0.7013889;0.97290057;0.40664318;0.8895096;0.5592491742546386;0.8555696240046893;0.28424456032267054;0.5229357798165137;0.9121438;0.6459854;0.9651831;0.4059633
28;0.28026418730755626;0.89666915;0.6221529425687283;0.8855068977184217;0.5747357825868143;0.9067026;0.75;0.98148733;0.35480624;0.88857853;0.5657205540462843;0.8592248595533369;0.28119669951530885;0.5229357798165137;0.9043652;0.67420816;0.9741565;0.3417431
29;0.28049732368992863;0.897759;0.6280384999483493;0.8891248686019548;0.5834170854271357;0.9108126;0.72967863;0.9774697;0.38852543;0.89230293;0.558969134676495;0.8576203428676804;0.2823696767160938;0.5214446952595937;0.9085427;0.6877637;0.9734386;0.3738532
30;0.27575776151449755;0.8949663;0.6294826573458971;0.8897230533206666;0.5832913940613991;0.8986844;0.8201439;0.99015284;0.2868646;0.8895096;0.5605189554122441;0.8583900827861457;0.2836332223305859;0.5206422018348624;0.8980996;0.7352941;0.9838478;0.28669724
31;0.2830922032532177;0.897759;0.629542138593812;0.8880918819340048;0.5800301053687907;0.9085931;0.7469512;0.9803844;0.36990437;0.89137185;0.5609553771332144;0.8617868174423889;0.2800874092068678;0.5206422018348624;0.90572953;0.69545454;0.9759512;0.35091743
32;0.27736415653176466;0.89782715;0.6270915120640049;0.8888371151098811;0.5749496981891348;0.90931696;0.74180734;0.9795179;0.37594363;0.88764745;0.5566886163094988;0.8544755230938441;0.2844890740987383;0.5091743119266054;0.9078062;0.648;0.9684135;0.37155962
33;0.2763603326801294;0.8980315;0.6301409138851601;0.8898750575764686;0.5792652239557121;0.9112613;0.72940075;0.97723335;0.3920483;0.88982;0.5625950093101586;0.8575972918326891;0.28274865122194026;0.5114678899082569;0.9085714;0.6639676;0.97020817;0.3761468
34;0.27402417405051266;0.89932567;0.6377503059914773;0.8924770104465856;0.579979879275654;0.91042155;0.7502458;0.97999054;0.38399598;0.89137185;0.5606719682421692;0.8561088535732397;0.2848879268276144;0.5148063781321185;0.9073579;0.6853448;0.97379756;0.3646789
35;0.2755504603851727;0.9004155;0.6424095680010193;0.8936081219275535;0.5814889336016097;0.9110672;0.7576055;0.980542;0.38852543;0.89013034;0.5610323857761004;0.8574408740952469;0.28148390774046833;0.5068493150684932;0.90614563;0.6798246;0.97379756;0.35550457
36;0.2765420992154491;0.900688;0.6411926492900432;0.8923977969611677;0.5807750377453448;0.91037256;0.76690215;0.9818024;0.38248616;0.89137185;0.5578624490128274;0.85675675230675;0.28219249750204817;0.518348623853211;0.90817696;0.6806723;0.97272074;0.37155962
37;0.2736277559632699;0.8980315;0.6392777689839169;0.8944992141689216;0.5853044791142425;0.90719324;0.76287556;0.9825902;0.35782588;0.89075106;0.5587967619895382;0.8543660306776346;0.2828788098218388;0.5227272727272727;0.9043189;0.6981132;0.977028;0.33944955
38;0.27297694605473405;0.8989851;0.6458969168469422;0.8928412814696186;0.5893306492199295;0.9049339;0.800716;0.9868442;0.33769503;0.89013034;0.5662905062830792;0.8583695015049033;0.28436291346836357;0.5252293577981652;0.9021164;0.7070707;0.97918165;0.32110092
39;0.27292586495536125;0.90021116;0.6453615301949852;0.8940628660105083;0.5822848515349773;0.90835696;0.78004295;0.98385066;0.3658782;0.8926133;0.5657476406260357;0.8587127972760262;0.2804654576393072;0.5275229357798165;0.9055851;0.71028036;0.9777459;0.34862384
40;0.2721089970621917;0.9017778;0.6497943813812553;0.8956956827223177;0.59175465057818;0.9109569;0.77497476;0.98243266;0.38651234;0.8916822;0.5662766109357542;0.8583522132286596;0.28393028384452645;0.5206422018348624;0.9071166;0.6899563;0.97451544;0.36238533
41;0.27345034751885555;0.90055174;0.6466841419544224;0.8941540328822393;0.5883241066935078;0.91521287;0.7285343;0.9753427;0.42274785;0.88764745;0.558637990380876;0.8534406962729768;0.29573165957395664;0.5272727272727272;0.91029114;0.6380597;0.9651831;0.39220184
42;0.27131584522168906;0.9003474;0.6509428359698235;0.8953110334552882;0.5914572864321608;0.91004014;0.76572007;0.9818024;0.3799698;0.8867163;0.5602558630278719;0.858872508018467;0.2835580963851834;0.5330296127562643;0.90498495;0.6523605;0.97092605;0.34862384
43;0.27513138221611194;0.900688;0.6494108938353733;0.8951472343987297;0.5890342052313883;0.91133404;0.75855327;0.980542;0.3905385;0.88919926;0.5530346117559188;0.8560397004682654;0.2851295697599335;0.5147392290249433;0.9076871;0.66255146;0.9705671;0.36926606
44;0.27180221635719126;0.90075606;0.6476175740310943;0.8949087217219157;0.5901803607214429;0.91152126;0.7577821;0.9803844;0.3920483;0.8888889;0.5535441568069551;0.8597418613381456;0.29010040625643096;0.5125858123569794;0.90793014;0.6585366;0.9698492;0.37155962
45;0.2699053685942915;0.901301;0.6551038199845854;0.8989748157414242;0.6008044243338361;0.9129636;0.7523452;0.97920275;0.40362355;0.88857853;0.5527128266652808;0.8561878856932104;0.2851142569090697;0.5206422018348624;0.91010475;0.6463878;0.96661884;0.38990825
46;0.27347524342933494;0.8998706;0.6571787407905274;0.8992448869439604;0.5958731756416709;0.90531564;0.80958086;0.9874744;0.34021136;0.8888889;0.5614915804482408;0.858991879449673;0.28585972580746566;0.5245535714285714;0.90225315;0.6911765;0.97738695;0.3233945
47;0.27417565773804353;0.9017097;0.6577437888509499;0.8978615054891615;0.5968797181680926;0.911853;0.7661448;0.9811722;0.3940614;0.8910614;0.5575151066102658;0.856667841171783;0.2851401607810637;0.5354691075514875;0.90896875;0.67346936;0.971285;0.37844038
48;0.270228104550713;0.9030039;0.6615632380898352;0.9005204698668016;0.5953699043784599;0.91494846;0.7556767;0.9788089;0.4187217;0.89230293;0.5600961688668638;0.8584633521473686;0.28423433975865203;0.5252293577981652;0.90964055;0.68163264;0.97200286;0.38302752
49;0.2697708058931524;0.901301;0.6572723002877204;0.8981548491220981;0.5930583501006036;0.90935564;0.78435516;0.9839294;0.37342727;0.88919926;0.5621042679664338;0.8596949360169128;0.2856339966817016;0.5251141552511416;0.9055092;0.6740088;0.9734386;0.35091743
50;0.27118258104672244;0.9032763;0.6646066377040105;0.9020364883163281;0.5943633618520382;0.91546285;0.754717;0.97849375;0.42274785;0.8882682;0.555403714671071;0.8571700244340971;0.28568593987502494;0.5229357798165137;0.9089683;0.6484375;0.9676956;0.38073394
51;0.2710638517781196;0.8991894;0.6645844050476298;0.9022360285926586;0.5996986438975389;0.90193546;0.84678525;0.99117696;0.3115249;0.8888889;0.5542686641916115;0.8561113233269888;0.2838620141051446;0.5114678899082569;0.898294;0.7241379;0.982771;0.28899083
52;0.26860990938501844;0.901301;0.6573415629958168;0.8982453816516036;0.591343734272773;0.91013205;0.77674896;0.9829053;0.3799698;0.8888889;0.5568925918635205;0.8592125107845913;0.29231907877652524;0.5206422018348624;0.90466666;0.6756757;0.9741565;0.3440367
53;0.2709866848446093;0.90320826;0.6644448213410168;0.9022210224343851;0.6024157020634122;0.91441804;0.76203704;0.9797542;0.41419226;0.88982;0.5584921786693673;0.8564505028418633;0.2883430057980495;0.5136986301369864;0.91078067;0.6539924;0.96733665;0.39449543
54;0.26702797769491277;0.901301;0.6677607946531515;0.9011229363955359;0.5988928032209361;0.9067496;0.81351984;0.98739564;0.35128334;0.89292365;0.5632539479522461;0.8555885587834322;0.2858230249943532;0.5034324942791762;0.9048093;0.7198068;0.97918165;0.3417431
55;0.26866825328051624;0.9017778;0.6683156654424903;0.9022488541995319;0.5983895319577253;0.9066792;0.82172376;0.98810464;0.3502768;0.8888889;0.5548638701836376;0.856478493384353;0.2862944294329129;0.5114678899082569;0.9033223;0.6839623;0.9759512;0.3325688
0;0.3491173705470415;0.87391865;0.4836942198927279;0.8286798053742901;0.49144869215291753;0.87878156;0.6847826;0.99086183;0.12682436;0.8724395;0.4615986762496909;0.8251875366346806;0.3107042656985963;0.4691075514874142;0.8792718;0.63736266;0.98815507;0.13302752
1;0.3193405447876037;0.87909544;0.5101031074456128;0.8364098006191021;0.5022647206844489;0.886076;0.6962963;0.9870805;0.18923;0.8786468;0.4999667705520629;0.8327305762100148;0.30342183990055993;0.49770642201834864;0.8866645;0.68;0.9856425;0.19495413
